timestamp,temp,pressure,vibration,input_label,score,model_flag,result,source,missing_features
2024-06-03 19:05:00,48.30471707975443,1.038818801713313,0.0320616416116032,normal,0.5469029876462103,0,normal,,
2024-06-03 19:06:00,46.960015893759504,1.012729108760671,0.0276898444505773,normal,0.4081797332490218,0,normal,,
2024-06-03 19:07:00,48.750451195806455,1.0319106241095857,0.0350977888677649,normal,0.577074663006213,0,normal,,
2024-06-03 19:08:00,48.940564716391215,1.022371798215017,0.0274896498542523,normal,0.34323249344743867,0,normal,,
2024-06-03 19:09:00,46.04896481134617,1.0245094052333692,0.027453538867591,normal,0.5803293868932003,0,normal,,
2024-06-03 19:10:00,46.69782049313768,1.0165768119143683,0.0321645264432181,normal,0.4923921415326094,0,normal,,
2024-06-03 19:11:00,48.12784040316728,1.0223243506211528,0.0330517059293477,normal,0.26051329941340506,0,normal,,
2024-06-03 19:12:00,47.683757407656415,1.0354003567575916,0.0317923974557448,normal,0.4727462318953347,0,normal,,
2024-06-03 19:13:00,47.98319884249571,1.0296612419359017,0.0938003802161503,abnormal,14.046177571120205,1,alert,fixed-threshold+combination-pattern,
2024-06-03 19:14:00,47.14695607242642,1.0388584928432794,0.032152137759713,normal,0.5065616563929968,0,normal,,
2024-06-03 19:15:00,48.879397974862826,1.0344192951118214,0.0258627677933024,normal,0.4277535086128647,0,normal,,
2024-06-03 19:16:00,48.77779193542895,1.0285126934314366,0.030941104446353,normal,0.3077005659608719,0,normal,,
2024-06-03 19:17:00,48.06603069756122,1.038951476209342,0.0791543450670307,abnormal,10.462382002411951,1,alert,fixed-threshold+combination-pattern,
2024-06-03 19:18:00,49.12724120696803,1.0285119452699063,0.0317852885901722,normal,0.24859564412451632,0,normal,,
2024-06-03 19:19:00,48.46750934225204,1.0316239054143763,0.0267736043827705,normal,0.3056353140069598,0,normal,,
2024-06-03 19:20:00,47.14070753711676,1.0226274323717222,0.0248694613989579,normal,0.43610303930002353,0,normal,,
2024-06-03 19:21:00,48.3687507840825,1.0255323665268736,0.0328552805459295,normal,0.29232278737875594,0,normal,,
2024-06-03 19:22:00,47.041117399171,1.0194206094135978,0.030966578086707,normal,0.2841582996419123,0,normal,,
2024-06-03 19:23:00,48.87845030130728,1.0329166714767588,0.0275440927944284,normal,0.3752516330111206,0,normal,,
2024-06-03 19:24:00,47.95007408901375,1.015573571015081,0.0358047153960842,normal,0.35612880499273675,0,normal,,
2024-06-03 19:25:00,47.815137636454736,1.0312588027393412,0.028237390313721,normal,0.3178850240311783,0,normal,,
2024-06-03 19:26:00,47.31907045559606,1.023474791539959,0.0301284306958837,normal,0.35665306504187005,0,normal,,
2024-06-03 19:27:00,49.22254133867403,,0.0310756537907144,normal,0.34129728904225226,0,normal,,pressure
2024-06-03 19:28:00,47.8454705179312,1.03100695190985,0.0275213362634855,normal,0.2891331934828192,0,normal,,
2024-06-03 19:29:00,47.571672177836895,1.0395651692611745,0.0318845451735997,normal,0.5026028079313499,0,normal,,
